Layer Title, Color, Specimen ID,
Layer 1, Blue, 200081_C.5.refl,
Mode, Integration Time, Boxcar Width, Scans to Average
Reflectance,350 ms,10,3
Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data,
345.43265,1274.519219,100%,
345.6488616,1230.829219,0%,
345.8650625,1191.235156,11.76%,
346.0812525,2280.071875,0%,
346.2974318,2290.311719,0%,
346.5136003,2616.621406,0%,
346.7297579,2280.754531,0%,
346.9459048,2069.81375,100%,
347.1620409,1994.721563,14.29%,
347.3781662,2144.905938,100%,
347.5942807,2099.037939,100%,
347.8103844,2149.554501,100%,
348.0264773,2186.450446,100%,
348.2425594,2228.970179,100%,
348.4586306,2221.656004,97.54%,
348.6746911,2225.26433,84.29%,
348.8907407,2206.47503,69.49%,
349.1067796,2210.928549,58.93%,
349.3228076,2234.854025,54.55%,
349.5388247,2249.937478,54.37%,
349.7548311,2247.661957,43.02%,
349.9708266,2255.886339,36.65%,
350.1868113,2269.019345,31.01%,
350.4027852,2287.483571,31.92%,
350.6187482,2281.762262,31.72%,
350.8347004,2273.245313,32.22%,
351.0506418,2278.641548,28.58%,
351.2665723,2278.934115,30.05%,
351.482492,2280.364442,27.44%,
351.6984008,2278.056414,30.14%,
351.9142988,2278.836592,27.91%,
352.130186,2283.160082,25.04%,
352.3460623,2289.173958,25.28%,
352.5619277,2311.539077,24.81%,
352.7777823,2316.870298,26.08%,
352.993626,2322.916682,28.56%,
353.2094589,2340.600729,27.39%,
353.4252808,2352.791019,29.79%,
353.641092,2352.823527,31.00%,
353.8568922,2324.281994,29.72%,
354.0726816,2341.380908,30.07%,
354.2884601,2343.721443,31.21%,
354.5042278,2340.015595,28.72%,
354.7199845,2331.856228,27.56%,
354.9357304,2311.604092,24.42%,
355.1514654,2315.30994,22.06%,
355.3671895,2324.477039,19.50%,
355.5829028,2324.477039,19.42%,
355.7986051,2326.004888,16.91%,
356.0142966,2329.15811,17.53%,
356.2299771,2338.585268,14.51%,
356.4456468,2336.472284,15.87%,
356.6613056,2345.086756,16.32%,
356.8769534,2338.325208,13.84%,
357.0925904,2331.791213,16.42%,
357.3082164,2338.032641,16.40%,
357.5238316,2334.424315,15.80%,
357.7394358,2306.792991,13.43%,
357.9550291,2294.115089,12.04%,
358.1706116,2288.913899,9.77%,
358.386183,2313.522031,9.06%,
358.6017436,2295.870491,7.73%,
358.8172933,2294.310134,5.28%,
359.032832,2301.689323,6.68%,
359.2483598,2292.19715,7.86%,
359.4638767,2303.11965,7.37%,
359.6793826,2311.311525,7.88%,
359.8948776,2308.743438,6.04%,
360.1103617,2312.189226,7.91%,
360.3258349,2313.977135,8.02%,
360.5412971,2304.322426,7.94%,
360.7567483,2301.266726,9.07%,
360.9721886,2288.686347,6.51%,
361.187618,2283.615186,6.83%,
361.4030364,2271.912507,7.41%,
361.6184439,2282.607455,5.70%,
361.8338404,2283.160082,4.91%,
362.0492259,2293.562463,5.05%,
362.2646005,2299.543832,5.91%,
362.4799642,2300.58407,5.78%,
362.6953168,2315.017374,6.55%,
362.9106585,2313.294479,6.88%,
363.1259893,2312.156719,6.56%,
363.3413091,2323.469308,6.18%,
363.5566179,2328.475454,5.65%,
363.7719157,2338.520253,5.02%,
363.9872025,2318.560685,4.50%,
364.2024784,2317.130357,3.89%,
364.4177433,2328.963065,3.70%,
364.6329972,2343.721443,3.05%,
364.8482401,2349.767827,2.87%,
365.063472,2354.93651,2.72%,
365.2786929,2361.503013,2.63%,
365.4939029,2378.211838,2.78%,
365.7091018,2366.151577,2.48%,
365.9242898,2375.806287,2.51%,
366.1394667,2357.277046,2.49%,
366.3546327,2351.555737,2.53%,
366.5697876,2371.905394,2.43%,
366.7849315,2369.629874,2.16%,
367.0000645,2372.327991,2.00%,
367.2151864,2350.352961,1.59%,
367.4302973,2333.904196,1.37%,
367.6453972,2331.076049,1.47%,
367.860486,2321.681399,1.73%,
368.0755639,2324.997158,1.78%,
368.2906307,2328.995573,1.78%,
368.5056865,2339.202909,1.94%,
368.7207312,2350.385469,1.89%,
368.935765,2341.315893,2.02%,
369.1507877,2312.481793,1.99%,
369.3657993,2301.169204,1.98%,
369.5808,2310.303795,1.99%,
369.7957896,2288.166228,1.88%,
370.0107681,2284.427872,1.87%,
370.2257356,2296.098043,1.85%,
370.4406921,2298.276042,1.66%,
370.6556375,2310.271287,1.67%,
370.8705718,2326.264948,1.50%,
371.0854951,2302.859591,1.48%,
371.3004074,2326.62253,1.52%,
371.5153086,2332.148795,1.47%,
371.7301987,2343.558906,1.54%,
371.9450778,2355.456629,1.68%,
372.1599458,2347.427292,1.53%,
372.3748027,2363.290923,1.43%,
372.5896486,2345.41183,1.39%,
372.8044834,2330.913512,1.30%,
373.0193071,2344.306577,1.30%,
373.2341197,2320.348594,1.29%,
373.4489213,2323.241756,1.28%,
373.6637118,2333.839182,1.18%,
373.8784912,2317.813013,1.06%,
374.0932595,2311.799137,0.98%,
374.3080167,2324.899635,0.89%,
374.5227628,2318.593192,0.75%,
374.7374979,2324.769606,0.82%,
374.9522218,2325.939874,0.90%,
375.1669347,2321.226295,0.96%,
375.3816364,2300.811622,1.03%,
375.5963271,2310.466332,1.09%,
375.8110066,2280.201905,1.02%,
376.025675,2275.94343,0.96%,
376.2403324,2271.132329,0.95%,
376.4549786,2279.389219,0.87%,
376.6696137,2308.938482,0.88%,
376.8842377,2299.608847,0.96%,
377.0988505,2311.6366,1.02%,
377.3134523,2302.079412,0.98%,
377.5280429,2294.082582,0.84%,
377.7426224,2297.138281,0.72%,
377.9571908,2286.540856,0.68%,
