Layer Title, Color, Specimen ID
Layer 1, Blue, 74137_B.5.trans

Mode, Integration Time, Boxcar Width, Scans to Average
Transmittance,350 ms,10,3

Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data
345.43265,1192.60046875,54.1666666666655%
345.648861619574,1189.86984375,55.9999999999997%
345.86506245675,1221.9546875,100%
346.081252509212,2123.74359375,0%
346.297431774643,2163.33765625,100%
346.513600250726,2461.6584375,84.3749999999997%
346.729757935144,2166.06828125,49.2957746478873%
346.945904825581,2021.34515625,0%
347.162040919719,1987.895,100%
347.378166215243,2084.14953125,100%
347.594280709834,2015.52632440476,0%
347.810384401177,2068.83852678571,100%
348.026477286954,2107.35984375,100%
348.242559364849,2147.66906994048,0%
348.458630632545,2146.98641369048,0%
348.674691087724,2149.32694940476,0%
348.890740728071,2136.06391369048,0%
349.106779551268,2145.06847470238,0%
349.322807554999,2165.97075892857,0%
349.538824736946,2176.82824404762,0%
349.754831094793,2176.08057291667,0%
349.970826626224,2186.77552083333,0%
350.186811328921,2199.12834821429,0%
350.402785200567,2216.64985863095,0%
350.618748238846,2207.61279017857,0%
350.83470044144,2196.49524553571,0%
351.050641806034,2203.22428571429,0%
351.26657233031,2201.33885416667,0%
351.482492011951,2208.06789434524,0%
351.698400848641,2208.55550595238,0%
351.914298838063,2207.32022321429,0%
352.1301859779,2216.4548139881,0%
352.346062265834,2220.64827380952,0%
352.56192769955,2241.81061755952,0%
352.777782276731,2243.7610639881,0%
352.993625995059,2245.48395833333,0%
353.209458852218,2266.48376488095,0%
353.425280845892,2273.01776041667,100%
353.641091973762,2268.79179315476,100%
353.856892233513,2243.30595982143,0%
354.072681622828,2258.97454613095,100%
354.288460139389,2260.50239583333,100%
354.50422778088,2257.21914434524,100%
354.719984544985,2248.63718005952,100%
354.935730429386,2230.920625,100%
355.151465431766,2235.89426339286,100%
355.367189549809,2245.9390625,100%
355.582902781198,2244.70377976191,97.7477477477544%
355.798605123616,2249.83995535714,86.1904761904754%
356.014296574747,2249.05977678571,70.6860706860729%
356.229977132273,2256.21141369048,66.6003976143147%
356.445646793877,2249.77494047619,40.6199021207188%
356.661305557243,2253.51329613095,22.2044728434494%
356.876953420055,2247.4344047619,17.2651933701641%
357.092590379994,2236.70694940476,7.43691899070491%
357.308216434746,2240.54282738095,6.71232876712111%
357.523831581991,2237.97473958333,0%
357.739435819414,2213.56165178571,0%
357.955029144699,2203.22428571429,8.95061728395124%
358.170611555527,2202.73667410714,9.10780669144967%
358.386183049583,2230.88811755952,16.2717219589251%
358.601743624549,2213.13905505952,0%
358.817293278109,2210.63598214286,0%
359.032832007946,2219.08791666667,0%
359.248359811743,2210.9935639881,10.728744939272%
359.463876687183,2219.90060267857,13.5135135135107%
359.67938263195,2228.28752232143,27.5229357798173%
359.894877643726,2228.90516369048,36.6628830874011%
360.110361720195,2233.29366815476,46.5233881163092%
360.32583485904,2233.48871279762,45.6182472989186%
360.541297057944,2221.33093005952,45.5434782608698%
360.75674831459,2217.2675,37.2900335946263%
360.972188626662,2212.32636904762,43.4972677595621%
361.187617991843,2208.26293898809,42.022471910111%
361.403036407816,2195.29247023809,38.7732749178518%
361.618443872263,2207.09267113095,28.2958199356907%
361.83384038287,2211.38365327381,25.4582484725044%
362.049225937317,2220.74579613095,23.0286738351242%
362.264600533289,2222.79376488095,24.6774193548373%
362.479964168469,2225.19931547619,24.6702870442196%
362.69531684054,2235.04906994048,22.1979621542935%
362.910658547185,2225.5894047619,18.6624203821652%
363.125989286088,2225.19931547619,18.0252583237663%
363.341309054931,2240.41279761905,24.0661686232661%
363.556617851398,2241.0304389881,14.7482014388493%
363.771915673172,2249.9049702381,4.99286733238257%
363.987202517936,2233.71626488095,3.27237728585318%
364.202478383373,2234.30139880952,0%
364.417743267167,2246.58921130952,0%
364.632997167001,2261.73767857143,0%
364.848240080557,2268.92182291667,0%
365.06347200552,2278.1539360119,0%
365.278692939571,2284.75294642857,0%
365.493902880396,2300.19398065476,0%
365.709101825675,2290.79933035714,2.47116968698557%
365.924289773094,2299.41380208333,2.95331851381383%
366.139466720334,2281.63223214286,6.36904761904774%
366.35463266508,2274.18802827381,3.87779083431328%
366.569787605014,2292.52222470238,3.10335272928832%
366.78493153782,2294.11508928571,0%
367.00006446118,2294.92777529762,0%
367.215186372778,2275.65086309524,0%
367.430297270298,2261.99773809524,0%
367.645397151421,2256.76404017857,0%
367.860486013832,2240.08772321429,0%
368.075563855214,2246.7517485119,0%
368.290630673249,2251.56284970238,0%
368.505686465622,2259.98227678571,0%
368.720731230015,2269.05185267857,0%
368.935764964111,2254.22845982143,0%
369.150787665594,2225.06928571429,0%
369.365799332146,2215.12200892857,0%
369.580799961452,2223.93152529762,0%
369.795789551193,2203.80941964286,0%
370.010768099054,2195.38999255952,0%
370.225735602717,2201.04628720238,0%
370.440692059866,2203.22428571429,0%
370.655637468184,2212.52141369048,0%
370.870571825354,2232.80605654762,0%
371.085495129059,2213.95174107143,0%
371.300407376983,2233.0986235119,0%
371.515308566808,2241.22548363095,0%
371.730198696218,2249.2223139881,0%
371.945077762896,2256.7315327381,0%
372.159945764526,2251.92043154762,0%
372.374802698789,2272.56265625,0%
372.58964856337,2254.58604166667,0%
372.804483355952,2245.51646577381,0%
373.019307074218,2258.32439732143,0%
373.23411971585,2236.90199404762,0%
373.448921278533,2242.59079613095,0%
373.66371175995,2252.92816220238,0%
373.878491157783,2235.34163690476,0%
374.093259469716,2227.92994047619,0%
374.308016693432,2241.35551339286,0%
374.522762826614,2242.10318452381,0%
374.737497866946,2253.22072916667,0%
374.95222181211,2255.43123511905,0%
375.16693465979,2252.47305803571,0%
375.381636407669,2230.69307291667,0%
375.59632705343,2239.53509672619,0%
375.811006594756,2215.38206845238,0%
376.025675029331,2212.87899553571,0%
376.240332354838,2211.38365327381,0%
376.454978568959,2224.87424107143,0%
376.669613669378,2255.75630952381,0.551301684533107%
376.884237653779,2243.37097470238,1.66919575113795%
377.098850519844,2252.11547619048,0.871692919406412%
377.313452265257,2241.74560267857,0%
377.5280428877,2236.67444196429,0%
377.742622384858,2242.00566220238,0%
377.957190754412,2235.92677083333,0%
378.171747994047,2240.70536458333,0%
378.386294101446,2264.59833333333,0%
378.600829074291,2263.26552827381,1.45925110132154%
378.815352910266,2259.85224702381,0.054473648372512%
379.029865607054,2262.16027529762,0%
379.244367162339,2229.13271577381,0%
379.458857573802,2228.61259672619,0%
379.673336839129,2228.58008928571,0%
379.887804956001,2244.41121279762,0%
380.102261922103,2236.05680059524,0%
380.316707735116,2246.36165922619,0%
380.531142392725,2236.381875,0%
380.745565892613,2239.40506696429,0%
380.959978232462,2229.75035714286,0%
381.174379409956,2200.91625744048,0%
381.388769422779,2191.87918898809,0%
381.603148268612,2188.53092261905,0%
381.81751594514,2201.63142113095,0%
382.031872450046,2197.01536458333,0%
382.246217781013,2209.075625,0%
382.460551935724,2216.97493303571,0%
382.674874911862,2215.44708333333,0%
382.88918670711,2206.47502976191,0%
383.103487319152,2204.94718005952,0%
383.317776745671,2191.97671130952,0%
383.53205498435,2187.26313244048,0%
383.746322032872,2200.85124255952,0%
383.96057788892,2199.16085565476,0%
384.174822550178,2201.92398809524,0%
384.389056014328,2183.1346875,0%
384.603278279055,2180.98919642857,0%
384.81748934204,2172.89484375,0%
385.031689200968,2178.25857142857,0%
385.245877853521,2172.92735119048,0%
385.460055297383,2163.82526785714,0%
385.674221530237,2181.28176339286,0%
385.888376549766,2196.98285714286,0%
386.102520353652,2197.24291666667,0%
386.316652939581,2187.06808779762,0%
386.530774305233,2186.02784970238,0%
386.744884448294,2170.00168154762,0%
386.958983366446,2177.5434077381,0%
387.173071057371,2176.08057291667,0%
387.387147518754,2186.06035714286,0%
387.601212748278,2195.61754464286,0%
387.815266743625,2204.9796875,0%
388.029309502479,2208.9455952381,0%
388.243341022523,2216.71487351191,0%
388.45736130144,2217.00744047619,0%
388.671370336914,2213.52914434524,0%
388.885368126627,2235.73172619048,0%
389.099354668263,2236.15432291667,0%
389.313329959505,2231.76581845238,0%
389.527293998036,2232.74104166667,0%
389.74124678154,2248.7997172619,0%
389.955188307699,2251.43281994048,0%
390.169118574197,2331.4011235119,0%
390.383037578716,2320.31608630952,0%
390.596945318941,2303.21717261905,0%
390.810841792554,2320.83620535714,0%
391.024726997238,2321.77892113095,0%
391.238600930678,2331.07604910714,0%
391.452463590554,2312.09170386905,0%
391.666314974552,2324.34700892857,0%
391.880155080355,2300.5515625,0%
392.093983905644,2297.33332589286,0%
392.307801448104,2300.58406994048,0%
392.521607705418,2307.83322916667,0%
392.735402675269,2300.51905505952,0%
392.94918635534,2295.57792410714,0%
393.162958743314,2291.8070610119,0%
393.376719836874,2281.85978422619,0%
393.590469633705,2275.81340029762,0%
393.804208131488,2285.24055803571,0%
394.017935327907,2270.57970238095,0%
394.231651220646,2259.55968005952,0%
394.445355807386,2268.95433035714,0%
394.659049085813,2177.28334821429,0%
394.872731053608,2184.56501488095,0%
395.086401708455,2206.96264136905,0%
395.300061048038,2201.79395833333,0%
395.513709070038,2217.98266369048,0%
395.727345772141,2206.54004464286,0%
395.940971152028,2213.1715625,0%
396.154585207382,2222.89128720238,0%
396.368187935888,2237.45462053571,0%
396.581779335228,2239.24252976191,0%
