Layer Title, Color, Specimen ID,
Layer 1, Blue, X_2-396_A.1.trans,
Mode, Integration Time, Boxcar Width, Scans to Average
Transmittance,350 ms,10,3
Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data,
345.43265,1147.545156,100%,
345.6488616,1165.976875,0%,
345.8650625,1185.09125,100%,
346.0812525,2083.466875,2.86%,
346.2974318,2145.588594,36.84%,
346.5136003,2441.17875,0%,
346.7297579,2129.8875,100%,
346.9459048,1952.396875,87.50%,
347.1620409,1901.197656,82.67%,
347.3781662,2018.614531,100%,
347.5942807,1970.503519,100%,
347.8103844,2024.498378,100%,
348.0264773,2062.564591,100%,
348.2425594,2103.491458,100%,
348.4586306,2099.980655,100%,
348.6746911,2101.31346,100%,
348.8907407,2085.027232,100%,
349.1067796,2092.373914,100%,
349.3228076,2116.104345,100%,
349.5388247,2130.992753,100%,
349.7548311,2130.050037,100%,
349.9708266,2138.566987,100%,
350.1868113,2146.563817,100%,
350.4027852,2159.436763,100%,
350.6187482,2150.497217,48.03%,
350.8347004,2139.769762,0%,
351.0506418,2147.40901,0%,
351.2665723,2145.263519,0%,
351.482492,2151.147366,20.50%,
351.6984008,2151.179874,0%,
351.9142988,2156.316049,0%,
352.130186,2166.360848,23.98%,
352.3460623,2168.863921,0%,
352.5619277,2189.376116,0%,
352.7777823,2190.383847,0%,
352.993626,2193.179487,0%,
353.2094589,2211.838757,0%,
353.4252808,2223.313884,0%,
353.641092,2223.086332,0%,
353.8568922,2195.812589,0%,
354.0726816,2206.377507,0%,
354.2884601,2206.832612,0%,
354.5042278,2209.303177,4.25%,
354.7199845,2202.964226,23.61%,
354.9357304,2189.863728,36.93%,
355.1514654,2195.357485,45.22%,
355.3671895,2205.629836,57.81%,
355.5829028,2200.136079,37.30%,
355.7986051,2204.394554,0%,
356.0142966,2206.117448,0%,
356.2299771,2212.521414,0%,
356.4456468,2207.645298,1.89%,
356.6613056,2216.519829,6.58%,
356.8769534,2212.163832,10.41%,
357.0925904,2201.858973,11.04%,
357.3082164,2206.052433,0%,
357.5238316,2204.101987,0%,
357.7394358,2180.209018,0%,
357.9550291,2168.896429,100%,
358.1706116,2162.459955,100%,
358.386183,2188.953519,100%,
358.6017436,2176.048065,100%,
358.8172933,2177.055796,100%,
359.032832,2180.371555,100%,
359.2483598,2172.927351,100%,
359.4638767,2178.876213,100%,
359.6793826,2183.589792,0%,
359.8948776,2181.249256,0%,
360.1103617,2187.718237,0%,
360.3258349,2184.044896,0%,
360.5412971,2173.284933,0%,
360.7567483,2170.554308,0%,
360.9721886,2161.679777,0%,
361.187618,2155.113274,0%,
361.4030364,2142.240327,0%,
361.6184439,2156.283542,0%,
361.8338404,2159.241719,0%,
362.0492259,2166.653415,0%,
362.2646005,2169.026458,0%,
362.4799642,2167.108519,0%,
362.6953168,2177.608423,0%,
362.9106585,2173.544993,0%,
363.1259893,2176.37314,0%,
363.3413091,2186.02785,0%,
363.5566179,2189.018534,0%,
363.7719157,2201.208824,0%,
363.9872025,2182.907135,0%,
364.2024784,2185.63776,0%,
364.4177433,2196.462738,0%,
364.6329972,2211.253624,0%,
364.8482401,2223.443914,0%,
365.063472,2229.555313,0%,
365.2786929,2234.203876,0%,
365.4939029,2248.63718,0%,
365.7091018,2237.877217,0%,
365.9242898,2243.598527,0%,
366.1394667,2221.265915,0%,
366.3546327,2216.097232,0%,
366.5697876,2236.414382,0%,
366.7849315,2242.363244,0%,
367.0000645,2247.076823,0%,
367.2151864,2229.165223,0%,
367.4302973,2213.756696,0%,
367.6453972,2203.744405,0%,
367.860486,2194.967396,0%,
368.0755639,2198.380677,0%,
368.2906307,2199.3559,0%,
368.5056865,2208.848073,0%,
368.7207312,2217.13747,0%,
368.935765,2207.352731,0%,
369.1507877,2180.339048,0%,
369.3657993,2168.408817,0%,
369.5808,2174.97532,0%,
369.7957896,2155.860945,0%,
370.0107681,2150.529725,0%,
370.2257356,2156.381064,0%,
370.4406921,2162.427448,0%,
370.6556375,2176.048065,0%,
370.8705718,2191.814174,0%,
371.0854951,2172.017143,0%,
371.3004074,2192.659368,0%,
371.5153086,2199.225871,0%,
371.7301987,2208.783058,0%,
371.9450778,2216.974933,0%,
372.1599458,2213.821711,0%,
372.3748027,2229.71785,0%,
372.5896486,2215.284546,0%,
372.8044834,2205.857388,0%,
373.0193071,2217.657589,0%,
373.2341197,2199.843512,0%,
373.4489213,2202.184048,0%,
373.6637118,2212.716458,0%,
373.8784912,2198.315662,0%,
374.0932595,2194.447277,0%,
374.3080167,2208.295446,0%,
374.5227628,2204.524583,0%,
374.7374979,2212.001295,0%,
374.9522218,2212.391384,0%,
375.1669347,2206.312493,0%,
375.3816364,2185.63776,0%,
375.5963271,2194.382262,0%,
375.8110066,2163.435179,0%,
376.025675,2159.826853,0%,
376.2403324,2160.021897,0%,
376.4549786,2170.196726,0%,
376.6696137,2195.68256,0%,
376.8842377,2184.207433,0%,
377.0988505,2193.537068,0%,
377.3134523,2183.882359,0%,
377.5280429,2180.956689,0%,
377.7426224,2184.077403,0%,
377.9571908,2179.03875,0%,
378.171748,2179.883943,0%,
378.3862941,2201.533899,0%,
378.6008291,2197.730528,0%,
378.8153529,2198.413185,0%,
379.0298656,2203.67939,0%,
379.2443672,2179.16878,0%,
379.4588576,2181.444301,0%,
379.6733368,2184.402478,0%,
379.887805,2203.094256,0%,
380.1022619,2196.95035,0%,
380.3167077,2210.018341,0%,
380.5311424,2201.858973,0%,
380.7455659,2201.371362,0%,
380.9599782,2192.431815,0%,
381.1743794,2170.131711,0%,
381.3887694,2162.947567,0%,
381.6031483,2159.176704,0%,
381.8175159,2167.628638,0%,
382.0318725,2159.956882,0%,
382.2462178,2169.741622,0%,
382.4605519,2176.37314,0%,
382.6748749,2177.088304,0%,
382.8891867,2169.221503,0%,
383.1034873,2166.945982,0%,
383.3177767,2150.919814,0%,
383.532055,2144.223281,0%,
383.746322,2155.340826,0%,
383.9605779,2149.619516,0%,
384.1748226,2150.854799,0%,
384.389056,2130.342604,0%,
384.6032783,2126.214159,0%,
384.8174893,2114.674018,0%,
385.0316892,2121.50058,0%,
385.2458779,2119.582641,0%,
385.4600553,2112.886109,0%,
385.6742215,2125.921592,0%,
385.8883765,2138.632001,0%,
386.1025204,2138.27442,0%,
386.3166529,2134.926153,0%,
386.5307743,2135.186213,0%,
386.7448844,2123.548549,0%,
386.9589834,2134.828631,0%,
387.1730711,2135.803854,0%,
387.3871475,2146.336265,0%,
387.6012127,2157.908914,0%,
387.8152667,2170.456786,0%,
388.0293095,2178.291079,0%,
388.243341,2183.524777,0%,
388.4573613,2185.312686,0%,
388.6713703,2181.379286,0%,
388.8853681,2206.800104,0%,
389.0993547,2208.848073,0%,
389.31333,2204.654613,0%,
389.527294,2204.069479,0%,
389.7412468,2215.707143,0%,
389.9551883,2217.950156,0%,
390.1691186,2295.870491,0%,
390.3830376,2290.279211,0%,
390.5969453,2273.635402,0%,
390.8108418,2288.653839,0%,
391.024727,2288.101213,0%,
391.2386009,2297.690908,0%,
391.4524636,2279.551756,0%,
391.666315,2287.873661,0%,
391.8801551,2267.784063,0%,
392.0939839,2265.606064,0%,
392.3078014,2265.118452,0%,
392.5216077,2269.116868,0%,
392.7354027,2265.085945,0%,
